web-scraper-order,web-scraper-start-url,url,url-href,title,time,date,venue,image-src,price,tags
"1554987427-258","https://www.eventbrite.com/d/dc--washington/all-events/?page=37","2019 Advocacy Leaders Network SPRING Happy Hour2019 Advocacy Leaders Network SPRING Happy Hour","https://www.eventbrite.com/e/2019-advocacy-leaders-network-spring-happy-hour-tickets-58737633844?aff=ebdssbdestsearch","2019 Advocacy Leaders Network SPRING Happy Hour","5:30 PM – 7:30 PM EDT","Thu, May 2, 2019","FiscalNote
									1201 Pennsylvania Ave. NW 
									Ste. 600 
									Washington, DC 20004 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""}]"
"1554998588-654","https://www.eventbrite.com/d/dc--washington/all-events/?page=17","Easter ExtravaganzaEaster Extravaganza","https://www.eventbrite.com/e/easter-extravaganza-tickets-56588932019?aff=ebdssbdestsearch","Easter Extravaganza","6:00 PM – 10:00 PM EDT","Sun, April 21, 2019","Arcadia Catering Center
									7823 Parston Drive 
									District Heights, MD 20747 
									United States 
								
									View Map
									View Map","","$25 – $45","[{""tags"":""Things to do in District Heights, MD""},{""tags"":""Gala""},{""tags"":""Fashion""}]"
"1554981063-77","https://www.eventbrite.com/d/dc--washington/all-events/?page=46","Building Racial Equity: Foundations - Washington DC 09/19Building Racial Equity: Foundations - Washington DC 09/19","https://www.eventbrite.com/e/building-racial-equity-foundations-washington-dc-0919-tickets-53606575711?aff=ebdssbdestsearch","Building Racial Equity: Foundations - Washington DC 09/19","8:30 AM – 4:30 PM EDT","Thu, September 19, 2019","TBD
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","$125 – $500","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Class""}]"
"1554998291-596","https://www.eventbrite.com/d/dc--washington/all-events/?page=19","The MurlocsThe Murlocs","https://www.eventbrite.com/e/the-murlocs-tickets-55021152749?aff=ebdssbdestsearch","The Murlocs","Fri, May 3, 2019, 12:00 AM EDT","Thu, May 2, 2019, 8:00 PM –","Thu, May 2, 2019, 8:00 PM –
											Fri, May 3, 2019, 12:00 AM EDT
											
												Add to Calendar","","$15 – $18","[{""tags"":""Things to do in Washington, Dc, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554998883-706","https://www.eventbrite.com/d/dc--washington/all-events/?page=14","Cherry Blossom/Springtime Harbor Cruise 2019Cherry Blossom/Springtime Harbor Cruise 2019","https://www.eventbrite.com/e/cherry-blossomspringtime-harbor-cruise-2019-tickets-59129460809?aff=ebdssbdestsearch","Cherry Blossom/Springtime Harbor Cruise 2019","4:45 PM – 5:45 PM EDT","Fri, April 12, 2019","Select a different date","","$35","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Tour""},{""tags"":""Auto, Boat & Air""}]"
"1554999418-817","https://www.eventbrite.com/d/dc--washington/all-events/?page=8","Guest Artist Series featuring Joe LulloffGuest Artist Series featuring Joe Lulloff","https://www.eventbrite.com/e/guest-artist-series-featuring-joe-lulloff-tickets-52100164996?aff=ebdssbdestsearch","Guest Artist Series featuring Joe Lulloff","8:00 PM – 9:30 PM EDT","Thu, April 18, 2019","Rachel M. Schlesinger Concert Hall and Arts Center
									4915 Netherton Drive 
									Alexandria, VA 22311 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Alexandria, VA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554999750-889","https://www.eventbrite.com/d/dc--washington/all-events/?page=5","Shi-Queeta-Lee's Drag Brunch @ Chateau Remix 3439 Benning Rd. NEShi-Queeta-Lee's Drag Brunch @ Chateau Remix 3439 Benning Rd. NE","https://www.eventbrite.com/e/shi-queeta-lees-drag-brunch-chateau-remix-3439-benning-rd-ne-tickets-53441089738?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554998134-563","https://www.eventbrite.com/d/dc--washington/all-events/?page=21","2019 Latino Congressional Forum2019 Latino Congressional Forum","https://www.eventbrite.com/e/2019-latino-congressional-forum-tickets-58408244632?aff=ebdssbdestsearch","2019 Latino Congressional Forum","11:30 AM – 2:00 PM EDT","Wed, May 8, 2019","Hyatt Regency Washington On Capitol Hill
									400 New Jersey Avenue Northwest 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Government""}]"
"1554999260-784","https://www.eventbrite.com/d/dc--washington/all-events/?page=10","DMV Funk, Food wine and Music FestivalDMV Funk, Food wine and Music Festival","https://www.eventbrite.com/e/dmv-funk-food-wine-and-music-festival-tickets-54206437915?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554999755-890","https://www.eventbrite.com/d/dc--washington/all-events/?page=5","Trill Grill Fest 2019 | DCTrill Grill Fest 2019 | DC","https://www.eventbrite.com/e/trill-grill-fest-2019-dc-tickets-56302279634?aff=ebdssbdestsearch","Trill Grill Fest 2019 | DC","Sun, Jul 28, 2019, 12:00 AM EDT","Sat, Jul 27, 2019, 4:00 PM –","Gateway DC
									2700 Martin Luther King Jr Ave SE 
									Washington, DC 20032 
									United States 
								
									View Map
									View Map","","$45 – $200","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"
"1554999317-795","https://www.eventbrite.com/d/dc--washington/all-events/?page=9","16th Annual (and LAST) Bayou Fête - LSS / LCC Crawfish Boil  16th Annual (and LAST) Bayou Fête - LSS / LCC Crawfish Boil","https://www.eventbrite.com/e/16th-annual-and-last-bayou-fete-lss-lcc-crawfish-boil-tickets-57035679252?aff=ebdssbdestsearch","16th Annual (and LAST) Bayou Fête - LSS / LCC Crawfish Boil","12:00 PM – 5:00 PM EDT","Sat, June 8, 2019","Fort Hunt Park
									8999 Fort Hunt Road 
									Alexandria, VA 22308 
									United States 
								
									View Map
									View Map","","$15 – $70","[{""tags"":""Things to do in Alexandria, VA""},{""tags"":""Festival""},{""tags"":""Community""}]"
"1554999961-933","https://www.eventbrite.com/d/dc--washington/all-events/?page=3","Katsucon 2020 Online RegistrationKatsucon 2020 Online Registration","https://www.eventbrite.com/e/katsucon-2020-online-registration-registration-55838968859?aff=ebdssbdestsearch","Katsucon 2020 Online Registration","Sun, Feb 16, 2020, 4:00 PM EST","Thu, Feb 13, 2020, 5:00 PM –","Gaylord National Resort & Convention Center
									201 Waterfront St 
									Fort Washington, MD 20744 
									United States 
								
									View Map
									View Map","","$0 – $155","[{""tags"":""Things to do in Fort Washington, MD""},{""tags"":""Convention""},{""tags"":""Film & Media""}]"
"1554997730-484","https://www.eventbrite.com/d/dc--washington/all-events/?page=25","2019 ALL ACCESS PASS Death Becomes Us: True Crime Festival D.C.2019 ALL ACCESS PASS Death Becomes Us: True Crime Festival D.C.","https://www.eventbrite.com/e/2019-all-access-pass-death-becomes-us-true-crime-festival-dc-tickets-59343141935?aff=ebdssbdestsearch","2019 ALL ACCESS PASS Death Becomes Us: True Crime Festival D.C.","Sun, Nov 10, 2019, 8:00 PM EST","Fri, Nov 8, 2019, 4:00 PM –","Lisner Auditorium
									730 21st Street Northwest 
									Washington, DC 20052 
									United States 
								
									View Map
									View Map","","$150","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Film & Media""}]"
"1554985159-203","https://www.eventbrite.com/d/dc--washington/all-events/?page=39","Andrew Leahey & the HomesteadAndrew Leahey & the Homestead","https://www.eventbrite.com/e/izxfyd?aff=ebdssbdestsearch","null","null","null","null","","null","[]"
"1554984280-182","https://www.eventbrite.com/d/dc--washington/all-events/?page=40","Pitchers Meet & Greet with Miz Cracker from RuPaulPitchers Meet & Greet with Miz Cracker from RuPaul","https://www.eventbrite.com/e/pitchers-meet-greet-with-miz-cracker-from-rupaul-tickets-59037042383?aff=ebdssbdestsearch","Pitchers Meet & Greet with Miz Cracker from RuPaul","Fri, Apr 19, 2019, 2:00 AM EDT","Thu, Apr 18, 2019, 10:00 PM –","Pitchers DC
									2317 18th Street Northwest 
									Washington, DC 20009 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Appearance""},{""tags"":""Community""}]"
"1554998666-670","https://www.eventbrite.com/d/dc--washington/all-events/?page=16","Indefensible: Immigrants Trapped by the Criminalization of the Immigration Process: A Public Forum in Support of the Immigrant Defense ProjectIndefensible: Immigrants Trapped by the Criminalization of the Immigration ...","https://www.eventbrite.com/e/indefensible-immigrants-trapped-by-the-criminalization-of-the-immigration-process-a-public-forum-in-tickets-58349747666?aff=ebdssbdestsearch","Indefensible: Immigrants Trapped by the Criminalization of the Immigration...","6:00 PM – 8:00 PM EDT","Mon, April 15, 2019","The True Reformer Building at Public Welfare Foundation
									1200 U St, NW, Washington, DC 
									Washington, DC 20009 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Charity & Causes""}]"
"1554999454-825","https://www.eventbrite.com/d/dc--washington/all-events/?page=8","Stadium Club's Beat The Clock Happy Hour!!Stadium Club's Beat The Clock Happy Hour!!","https://www.eventbrite.com/e/stadium-clubs-beat-the-clock-happy-hour-tickets-54074696874?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554999299-792","https://www.eventbrite.com/d/dc--washington/all-events/?page=10","Park Brunch + Day Party Park Brunch + Day Party","https://www.eventbrite.com/e/park-brunch-day-party-tickets-54512231552?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554996879-337","https://www.eventbrite.com/d/dc--washington/all-events/?page=32","The Chocolate City Soul Experience featuring DJ LifeThe Chocolate City Soul Experience featuring DJ Life","https://www.eventbrite.com/e/the-chocolate-city-soul-experience-featuring-dj-life-tickets-59562987499?aff=ebdssbdestsearch","The Chocolate City Soul Experience featuring DJ Life","Sun, Apr 28, 2019, 3:00 AM EDT","Sat, Apr 27, 2019, 10:00 PM –","1015 Bar & Lounge
									1015  1/2  7th Street NW 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Music""}]"
"1554980948-57","https://www.eventbrite.com/d/dc--washington/all-events/?page=47","Yo Gotti Throwback Set At Stadium Club's Wing Social Yo Gotti Throwback Set At Stadium Club's Wing Social","https://www.eventbrite.com/e/yo-gotti-throwback-set-at-stadium-clubs-wing-social-tickets-59784813988?aff=ebdssbdestsearch","Yo Gotti Throwback Set At Stadium Club's Wing Social","7:00 PM – 9:00 PM EDT","Thu, April 11, 2019","Stadium Club 
									2127 Queens Chapel Rd NE 
									20011 
									United States 
								
									View Map
									View Map","","Free","[]"
"1554999078-746","https://www.eventbrite.com/d/dc--washington/all-events/?page=12","2019 DC CyberWeek2019 DC CyberWeek","https://www.eventbrite.com/e/2019-dc-cyberweek-registration-53645803041?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554982755-148","https://www.eventbrite.com/d/dc--washington/all-events/?page=42","PLEN Women in Global Policy SeminarPLEN Women in Global Policy Seminar","https://www.eventbrite.com/e/plen-women-in-global-policy-seminar-tickets-47826505365?aff=ebdssbdestsearch","PLEN Women in Global Policy Seminar","Fri, May 24, 2019, 4:00 PM EDT","Mon, May 20, 2019, 8:00 AM –","Washington, DC 20009 
									United States 
								
									View Map
									View Map","","$100 – $1,525","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Government""}]"
"1554997175-387","https://www.eventbrite.com/d/dc--washington/all-events/?page=30","Minority Business Day 2019Minority Business Day 2019","https://www.eventbrite.com/e/minority-business-day-2019-tickets-54948960821?aff=ebdssbdestsearch","Minority Business Day 2019","10:00 AM – 2:00 PM EDT","Thu, April 18, 2019","Seat Pleasant Activity Center
									5720 Addison Road 
									Seat Pleasant, MD 20743 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Seat Pleasant, MD""},{""tags"":""Class""},{""tags"":""Business""}]"
"1554999112-754","https://www.eventbrite.com/d/dc--washington/all-events/?page=12","BrooksBrooks","https://www.eventbrite.com/e/brooks-tickets-59776192200?aff=ebdssbdestsearch","Brooks","","Thu, Apr 11, 2019, 10:00 PM EDT","Thu, Apr 11, 2019, 10:00 PM EDT
											
											
												Add to Calendar","","$0 – $10","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554999095-750","https://www.eventbrite.com/d/dc--washington/all-events/?page=12","FANTASY DAY PARTY MALE REVUEFANTASY DAY PARTY MALE REVUE","https://www.eventbrite.com/e/fantasy-day-party-male-revue-tickets-56827397275?aff=ebdssbdestsearch","FANTASY DAY PARTY MALE REVUE","5:00 PM – 9:30 PM EDT","Sat, April 13, 2019","stadiumclub
									2127 Queens Chapel Road Northeast 
									Washington, DC 20018 
									United States 
								
									View Map
									View Map","","$20 – $260","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Arts""}]"
"1554999190-770","https://www.eventbrite.com/d/dc--washington/all-events/?page=11","Founder's Day BallFounder's Day Ball","https://www.eventbrite.com/e/founders-day-ball-tickets-59138275173?aff=ebdssbdestsearch","Founder's Day Ball","Sat, Apr 13, 2019, 12:00 AM EDT","Fri, Apr 12, 2019, 8:00 PM –","Mullen Parking Lot 
									Washington, DC 20064 
									United States","","$10","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""}]"
"1555000101-962","https://www.eventbrite.com/d/dc--washington/all-events/?page=1","Masquerade Ball At The Embassy of France Masquerade Ball At The Embassy of France","https://www.eventbrite.com/e/masquerade-ball-at-the-embassy-of-france-tickets-51625031860?aff=ebdssbdestsearch","Masquerade Ball At The Embassy of France","8:30 PM – 11:59 PM EDT","Sat, April 13, 2019","Embassy of France
									4101 Reservoir Road Northwest 
									Washington, DC 20007 
									United States 
								
									View Map
									View Map","","$99 – $259","[{""tags"":""the Masquerade Ball began as part of Europe’s carnival season. Less high society and more cirque du célébration, villagers would gather in masks and costumes to take part in elaborate pageants and glamorous processions. Quickly spreading across France like wildfire, some of the most notorious balls of the day would be held to celebrate Royal Entries: the grand occasion of welcoming kings and queens into their cities.""},{""tags"":""Quickly spreading across France like wildfire, some of the most notorious balls of the day would be held to celebrate Royal Entries: the grand occasion of welcoming kings and queens into their cities.""},{""tags"":""Things to do in Washington, DC""},{""tags"":""Gala""},{""tags"":""Holiday""}]"
